date,nation,visitor,growth,share,age0-20,age21-30,age31-40,age41-50,age51-60,age61,male,female,crewman,tourism,business,official affairs,studying,others
2019-1,China,392814,28.73786981,35.55511707,36520,108591,103657,48574,40893,40998,147511,231722,13581,320113,2993,138,8793,60777
2019-1,Japan,206526,23.60683014,18.69346843,18015,57921,34165,39811,33857,20330,75070,129029,2427,198805,2233,127,785,4576
2019-1,Taiwan,87954,16.00369296,7.961057311,18888,17927,18595,18862,8169,4566,30805,56202,947,86393,74,22,180,1285
2019-1,Hong Kong,35896,3.533212195,3.249086036,3890,11384,7400,5461,4629,2137,12172,22729,995,34653,59,2,90,1092
2019-1,Macao,2570,-12.37640641,0.232620657,223,1013,762,264,181,92,748,1787,35,2506,2,0,17,45
2019-1,Phillipines,30473,0.062389177,2.758229295,1436,5051,5486,3140,1831,811,10460,7295,12718,14279,211,161,184,15638
2019-1,Indonesia,18842,10.61406599,1.705462422,2732,4213,3643,2895,1488,613,7295,8289,3258,14183,136,38,187,4298
2019-1,Thailand,41334,-8.026078636,3.741300485,3310,10977,10551,5821,3403,1873,12205,23730,5399,34004,37,199,96,6998
2019-1,Vietnam,20183,23.93613755,1.826841527,1824,5484,4200,1963,1095,450,7457,7559,5167,10739,763,110,1667,6904
2019-1,India,8671,16.84409109,0.784845805,258,1421,2310,1322,522,197,5123,907,2641,2318,2656,46,177,3474
2019-1,Malaysia,22065,-0.217066884,1.997188639,2923,6643,4546,2689,1946,769,8240,11276,2549,19043,95,7,99,2821
2019-1,Singapore,9855,1.976407285,0.892014232,670,2276,2044,1771,1342,522,4175,4450,1230,8372,94,8,48,1333
2019-1,Mongolia,9785,-9.339386639,0.885678261,1551,1807,2840,2105,970,465,4624,5114,47,8358,77,304,484,562
2019-1,Uzbekistan,5754,5.947339348,0.520816833,233,1614,1896,949,394,203,3863,1426,465,1958,561,0,407,2828
2019-1,Myanmar,5289,-11.67334669,0.478727882,27,1070,994,324,108,17,2290,250,2749,1304,10,31,67,3877
2019-1,*GCC,1776,-1.606648199,0.160752641,247,477,521,289,140,70,1132,612,32,1550,37,14,72,103
2019-1,Kazakhstan,3574,-9.33536276,0.323496587,343,928,857,479,402,260,1521,1748,305,2185,24,7,92,1266
2019-1,Turkey,1785,-7.704239917,0.161567266,57,239,300,206,89,24,681,234,870,792,13,32,36,912
2019-1,Cambodia,2695,10.85972851,0.243934892,124,1392,685,109,58,28,1666,730,299,635,39,55,51,1915
2019-1,Sri Lanka,1287,-14.2,0.116491356,13,373,550,151,31,8,1036,90,161,157,54,5,28,1043
2019-1,Bangladesh,1247,1.299756296,0.112870801,26,342,403,123,48,12,897,57,293,149,126,27,97,848
2019-1,Pakistan,1032,-10.7266436,0.093410318,62,328,378,147,67,17,857,142,33,238,178,10,193,413
2019-1,Israel,805,-0.494437577,0.072863669,19,80,170,223,120,178,591,199,15,727,12,0,9,57
2019-1,Iran,184,-66.78700361,0.016654553,9,30,73,39,12,6,122,47,15,60,45,10,23,46
2019-1,Asia others,4554,16.67947733,0.412200184,247,1605,1349,500,209,108,2990,1028,536,1561,308,70,205,2410
2019-1,USA,62737,4.744970365,5.678568939,5601,10672,10618,10137,11530,8972,32907,24623,5207,42989,418,2578,229,16523
2019-1,Canada,12460,0.346299428,1.127802875,959,2190,2299,1847,2184,1722,5783,5418,1259,8034,57,30,43,4296
2019-1,Brazil,1605,14.07249467,0.145274768,215,389,357,213,92,53,727,592,286,1136,16,9,41,403
2019-1,Mexico,1853,32.07412687,0.167722209,153,388,353,239,174,88,784,611,458,1282,11,7,38,515
2019-1,America others,2266,10.86105675,0.205104439,195,666,491,248,159,110,933,936,397,1541,24,33,128,540
2019-1,Russia,25194,14.86277013,2.280406552,2569,4480,5325,3866,2520,1299,10572,9487,5135,17260,181,37,191,7525
2019-1,UK,10148,7.968932865,0.918534798,923,1669,1801,1682,1695,1623,5903,3490,755,7982,175,17,41,1933
2019-1,Germany,6850,-6.522925764,0.62002004,357,1074,1414,1217,1377,502,4487,1454,909,4925,278,19,177,1451
2019-1,France,5574,-5.381089798,0.504524336,437,1316,1151,1135,704,238,3390,1591,593,3773,297,48,288,1168
2019-1,Italy,2731,-1.08656284,0.247193391,79,369,581,651,417,155,1750,502,479,1968,83,17,40,623
2019-1,Netherland,2269,-2.576212967,0.205375981,108,472,319,398,394,133,1335,489,445,1592,47,16,77,537
2019-1,Ukraine,2262,38.85819521,0.204742384,36,275,243,132,118,34,594,244,1424,593,58,3,28,1580
2019-1,Spain,1368,-16.17647059,0.12382298,61,312,348,281,154,58,841,373,154,1010,36,15,52,255
2019-1,Romania,872,19.12568306,0.078928098,57,92,128,89,65,13,315,129,428,412,8,4,3,445
2019-1,Norway,801,-19.33534743,0.072501613,41,168,139,139,144,57,511,177,113,552,66,4,28,151
2019-1,Sweden,982,4.246284501,0.088884625,69,217,187,206,196,69,664,280,38,844,29,6,18,85
2019-1,Poland,1324,-11.96808511,0.11984037,35,214,284,168,61,39,559,242,523,713,10,0,27,574
2019-1,Swiss,747,-29.32828761,0.067613864,41,166,120,128,164,81,493,207,47,613,18,0,19,97
2019-1,Portugal,564,-4.72972973,0.051049825,27,142,119,88,73,18,256,211,97,416,14,0,13,121
2019-1,Austria,776,-2.389937107,0.070238767,33,151,144,129,114,78,480,169,127,544,8,2,13,209
2019-1,Finland,859,-13.84152457,0.077751418,20,127,116,100,82,24,314,155,390,412,23,1,18,405
2019-1,Belgium,709,-6.092715232,0.064174337,28,134,142,133,129,39,460,145,104,490,24,4,22,169
2019-1,Croatia,491,-0.405679513,0.044442312,6,57,74,58,46,12,224,29,238,226,12,0,3,250
2019-1,Greece,775,8.848314607,0.070148253,7,95,164,130,72,51,475,44,256,481,17,4,0,273
2019-1,Bulgaria,431,17.75956284,0.03901148,3,38,49,46,28,15,140,39,252,154,1,1,10,265
2019-1,Denmark,751,7.439198856,0.06797592,56,130,101,168,124,52,478,153,120,520,21,6,16,188
2019-1,Ireland,595,0.506756757,0.053855755,23,140,151,105,77,46,379,163,53,392,15,1,2,185
2019-1,Europe others,2965,23.23358271,0.268373638,187,533,556,428,261,144,1282,827,856,1809,44,25,91,996
2019-1,Austrailia,14285,22.21937029,1.292990696,3194,3154,2068,2471,1937,1165,7126,6863,296,12795,93,17,34,1346
2019-1,New Zealand,2725,2.482136141,0.246650308,438,611,484,350,442,239,1376,1188,161,2029,20,17,5,654
2019-1,Oceania others,614,11.23188406,0.055575519,68,124,199,106,48,27,356,216,42,555,3,4,0,52
2019-1,South Africa,1000,10.74197121,0.090513874,36,371,236,94,59,47,390,453,157,368,9,1,6,616
2019-1,Africa others,2690,19.82182628,0.243482322,68,630,671,403,186,51,1596,413,681,768,718,90,206,908
2019-1,Stateless,54,-18.18181818,0.004887749,1,10,10,14,4,2,32,9,13,33,4,0,1,16
2019-1,Overseas Korean,15526,-19.11856637,1.405318414,439,1163,1618,3202,4785,4319,6475,9051,0,0,0,0,0,15526
2019-2,China,453379,31.2844406,37.72493306,33333,136272,122438,64289,51696,35050,191410,251668,10301,324291,2694,143,38731,87520
2019-2,Japan,213200,26.72297478,17.74002706,26804,75150,29004,33255,29288,17457,70961,139997,2242,204697,2125,119,2084,4175
2019-2,Taiwan,94559,7.360688496,7.868101401,15862,22177,20705,17971,11158,5887,34304,59456,799,92276,105,20,908,1250
2019-2,Hong Kong,51312,1.427159518,4.269588501,9786,8163,9141,11687,7666,3943,20802,29584,926,49695,54,3,489,1071
2019-2,Macao,3966,-17.95614398,0.330004443,830,954,848,637,374,286,1478,2451,37,3890,1,0,33,42
2019-2,Phillipines,29294,8.444082479,2.437506345,1180,4784,5551,3271,1991,980,9935,7822,11537,15541,171,57,189,13336
2019-2,Indonesia,18115,22.90521745,1.507319841,1685,4133,3733,2652,1612,613,7122,7306,3687,12172,147,72,697,5027
2019-2,Thailand,39220,-9.689601179,3.263432745,2211,10257,11089,5719,3213,1843,12303,22029,4888,32074,56,180,332,6578
2019-2,Vietnam,42181,72.11114738,3.509812764,6076,14050,9178,4455,2580,1156,20381,17114,4686,20071,806,98,9324,11882
2019-2,India,8309,17.14366277,0.691378447,238,1610,2346,1284,479,177,5147,987,2175,2372,2303,102,360,3172
2019-2,Malaysia,27484,21.99387456,2.286899173,4445,7261,5212,3630,3141,1511,11044,14156,2284,24047,136,2,604,2695
2019-2,Singapore,9792,7.687231937,0.814776477,735,2124,1987,1749,1386,738,4192,4527,1073,8228,114,6,257,1187
2019-2,Mongolia,9176,3.089540501,0.763520114,952,1934,2819,2055,990,384,4669,4465,42,6670,109,314,1152,931
2019-2,Uzbekistan,7149,28.00358102,0.594856723,417,2255,2217,1145,441,231,5008,1698,443,2165,716,5,1217,3046
2019-2,Myanmar,5367,1.168708765,0.446579387,68,1399,1074,319,94,27,2586,395,2386,1107,13,25,231,3991
2019-2,*GCC,1478,16.10369207,0.122981989,162,432,456,198,134,64,994,452,32,1143,27,9,192,107
2019-2,Kazakhstan,3774,-19.47941114,0.314028434,455,1027,896,555,330,231,1646,1848,280,1924,21,3,404,1422
2019-2,Turkey,1765,-6.9092827,0.146862794,40,314,259,171,71,48,604,299,862,664,13,29,151,908
2019-2,Cambodia,3715,43.88071263,0.309119139,255,1543,1094,223,170,158,2261,1182,272,1473,53,92,147,1950
2019-2,Sri Lanka,1516,31.4830876,0.126143907,9,469,661,148,60,14,1240,121,155,241,52,0,48,1175
2019-2,Bangladesh,1656,33.33333333,0.137793081,61,529,568,142,45,16,1198,163,295,228,83,38,265,1042
2019-2,Pakistan,1439,10.60722521,0.119736862,89,568,474,196,69,18,1217,197,25,257,290,11,463,418
2019-2,Israel,761,6.732117812,0.063321579,25,78,132,177,116,227,542,213,6,694,15,1,14,37
2019-2,Iran,329,-39.85374771,0.027375558,11,65,118,53,28,6,191,90,48,99,67,5,64,94
2019-2,Asia others,5150,12.9881527,0.428523168,288,1785,1593,606,282,118,3443,1229,478,1635,383,157,537,2438
2019-2,USA,57732,-12.59216642,4.803786314,4516,9527,9919,9187,10502,9602,29846,23407,4479,38475,386,1970,1144,15757
2019-2,Canada,13551,-17.56296386,1.127556786,1080,2490,2457,1811,2370,2205,6405,6008,1138,8888,45,27,116,4475
2019-2,Brazil,1354,-12.75773196,0.112664149,114,392,292,182,86,44,647,463,244,881,12,13,101,347
2019-2,Mexico,1435,2.426837973,0.119404028,51,408,290,149,105,60,590,473,372,818,1,7,207,402
2019-2,America others,2308,-2.120441052,0.192044946,178,759,472,256,183,119,964,1003,341,1578,19,24,257,430
2019-2,Russia,20001,-4.251041218,1.66425085,1329,4123,4137,2972,1994,1106,8297,7364,4340,12512,139,24,391,6935
2019-2,UK,7876,-23.78556222,0.655349217,353,1736,1474,1248,1284,1141,4640,2596,640,5864,150,8,105,1749
2019-2,Germany,6866,-28.30740315,0.571308751,288,1514,1306,1210,1213,571,4394,1708,764,4878,258,15,525,1190
2019-2,France,5830,-19.88456782,0.485104868,527,1793,1049,939,671,290,3329,1940,561,3685,235,30,958,922
2019-2,Italy,2384,-25.5,0.198368783,58,389,494,519,387,127,1487,487,410,1685,52,14,125,508
2019-2,Netherland,2357,-39.78027593,0.196122157,120,420,340,328,349,324,1297,584,476,1580,33,7,180,557
2019-2,Ukraine,2080,4.838709677,0.173073435,49,355,242,150,101,17,650,264,1166,543,51,2,57,1427
2019-2,Spain,1373,-9.193121693,0.114245109,38,374,316,301,130,80,792,447,134,1006,17,5,129,216
2019-2,Romania,771,20.28081123,0.064153663,5,102,121,83,49,21,265,116,390,334,4,4,30,399
2019-2,Norway,577,-67.29024943,0.048011236,43,174,101,73,109,61,407,154,16,455,38,3,45,36
2019-2,Sweden,927,-51.23619148,0.07713417,64,249,157,178,164,70,580,302,45,729,19,9,91,79
2019-2,Poland,1266,-24.7771836,0.105341812,33,269,222,132,69,23,486,262,518,619,14,0,74,559
2019-2,Swiss,877,-63.44310129,0.072973751,50,239,144,146,163,81,538,285,54,710,17,0,67,83
2019-2,Portugal,670,-14.54081633,0.055749616,67,130,131,110,90,59,269,318,83,545,5,0,19,101
2019-2,Austria,746,-56.52680653,0.062073453,22,188,144,120,117,61,446,206,94,561,9,7,36,133
2019-2,Finland,933,-51.75801448,0.07763342,34,212,101,101,86,32,351,215,367,398,10,1,139,385
2019-2,Belgium,654,-19.65601966,0.054418282,20,149,102,116,110,59,400,156,98,452,16,2,41,143
2019-2,Croatia,447,-6.680584551,0.037194147,5,48,55,61,41,9,193,26,228,192,7,1,11,236
2019-2,Greece,607,-19.28191489,0.050507488,14,80,144,95,67,42,390,52,165,381,27,0,5,194
2019-2,Bulgaria,326,-12.8342246,0.027125933,5,40,42,43,28,15,126,47,153,146,0,1,15,164
2019-2,Denmark,694,-13.46633416,0.057746617,42,177,102,112,114,48,423,172,99,469,12,5,77,131
2019-2,Ireland,613,-9.453471196,0.051006738,31,158,160,103,71,41,384,180,49,389,7,0,14,203
2019-2,Europe others,2674,-44.25682718,0.222499214,156,626,458,352,209,160,1177,784,713,1579,24,15,245,811
2019-2,Austrailia,8331,-4.994868286,0.693209031,896,1952,1535,1498,1234,901,4504,3512,315,6836,73,31,119,1272
2019-2,New Zealand,1863,-7.451564829,0.155017216,179,382,397,259,311,200,994,734,135,1221,14,5,11,612
2019-2,Oceania others,428,11.16883117,0.035613188,12,94,97,65,41,32,229,112,87,325,0,5,2,96
2019-2,South Africa,1191,8.767123288,0.099101183,27,567,261,105,67,38,471,594,126,374,6,5,8,798
2019-2,Africa others,3476,15.75091575,0.289232336,125,850,864,591,324,98,2195,657,624,1142,806,58,520,950
2019-2,Stateless,39,-26.41509434,0.003245127,2,7,8,5,6,5,24,9,6,24,1,0,3,11
2019-2,Overseas Korean,14459,-14.2763977,1.203109996,384,1166,1447,2776,4571,4115,6163,8296,0,0,0,0,0,14459
2019-3,China,487623,20.87438927,31.75371067,14459,137271,133971,64975,63774,60503,189613,285340,12670,369165,3933,414,32532,81579
2019-3,Japan,375119,27.38525381,24.42751919,81364,112727,42342,59631,47010,29468,106174,266368,2577,367157,2108,126,1231,4497
2019-3,Taiwan,98510,4.70430679,6.414910777,7613,24934,25101,17349,13044,9490,29719,67812,979,96643,64,12,460,1331
2019-3,Hong Kong,46068,-26.10202117,2.999919903,1597,10351,10333,8226,8773,5863,14116,31027,925,44679,61,5,265,1058
2019-3,Macao,3049,-31.23590438,0.19854901,60,976,905,440,413,230,819,2205,25,2974,2,0,41,32
2019-3,Phillipines,38701,-6.013065546,2.520185382,1989,6297,6541,4162,2664,1763,11556,11860,15285,21542,166,119,108,16766
2019-3,Indonesia,25626,26.84882685,1.668749402,2083,5810,5720,3888,2456,1263,9800,11420,4406,18857,242,135,277,6115
2019-3,Thailand,53100,-4.727729434,3.45783943,5577,12550,13698,8230,4641,2789,16052,31433,5615,45605,66,397,136,6896
2019-3,Vietnam,46991,24.79020608,3.060025097,4480,11937,10998,6360,5388,2599,20744,21018,5229,32117,1047,186,5394,8247
2019-3,India,10646,13.70287301,0.69326099,342,1735,2756,1563,681,389,6103,1363,3180,3051,3283,52,197,4063
2019-3,Malaysia,40789,7.779098956,2.656154661,5697,10012,8560,5923,5211,2915,14376,23942,2471,37653,107,7,286,2736
2019-3,Singapore,22105,-0.347128302,1.439464041,3822,4375,3731,3731,3201,1992,8476,12376,1253,20524,161,7,49,1364
2019-3,Mongolia,8724,-18.19204801,0.568101529,816,1776,2643,2120,997,327,4335,4344,45,6691,119,383,967,564
2019-3,Uzbekistan,8405,11.85786532,0.547328445,451,2414,2742,1398,587,334,6112,1814,479,3150,896,0,863,3496
2019-3,Myanmar,7021,15.24950755,0.457203214,118,1687,1376,469,221,71,3306,636,3079,2026,17,52,102,4824
2019-3,*GCC,3021,1.375838926,0.196725667,633,775,773,405,278,120,1658,1326,37,2758,22,19,135,87
2019-3,Kazakhstan,4915,-10.2283105,0.320061785,561,1241,1093,806,577,332,2078,2532,305,3202,11,3,178,1521
2019-3,Turkey,2532,2.75974026,0.164882287,54,385,545,316,147,101,1092,456,984,1369,15,73,38,1037
2019-3,Cambodia,2501,8.362218371,0.162863586,109,1260,752,133,88,76,1727,691,83,752,43,107,38,1561
2019-3,Sri Lanka,1494,0.201207243,0.097288364,26,539,523,118,49,18,1179,94,221,177,53,11,28,1225
2019-3,Bangladesh,1704,14.20911528,0.110963435,62,624,493,186,85,23,1353,120,231,206,148,107,230,1013
2019-3,Pakistan,1282,-11.7687543,0.083483054,61,470,413,184,85,15,1085,143,54,285,233,14,256,494
2019-3,Israel,1613,6.609385327,0.105037571,31,159,224,296,290,603,1037,566,10,1549,11,1,1,51
2019-3,Iran,382,-50.1305483,0.024875606,30,60,134,76,31,28,228,131,23,195,95,8,30,54
2019-3,Asia others,6719,8.039877794,0.437537159,470,2435,1957,789,439,184,4533,1741,445,2759,547,241,402,2770
2019-3,USA,84275,5.239825672,5.487936308,7736,12709,14323,13477,15237,15631,43129,35984,5162,65448,400,2221,190,16016
2019-3,Canada,18670,-0.865502044,1.215778948,2092,2557,3293,2901,3094,3530,8627,8840,1203,14313,42,38,37,4240
2019-3,Brazil,1673,4.693366708,0.108944734,116,347,426,235,139,120,754,629,290,1250,19,15,21,368
2019-3,Mexico,2201,-3.633975482,0.14332777,90,437,528,283,228,172,1014,724,463,1663,7,1,18,512
2019-3,America others,3208,13.19689485,0.208902992,134,776,789,404,264,193,1458,1102,648,2299,22,27,79,781
2019-3,Russia,27992,8.778611122,1.82282187,2909,5430,6403,4511,2850,1519,12054,11568,4370,20692,141,13,182,6964
2019-3,UK,12813,4.536183405,0.834374701,415,1983,2151,1966,2182,3244,7278,4663,872,11064,126,13,50,1560
2019-3,Germany,11142,-0.863066109,0.725560206,468,2076,2139,1853,2064,1707,6960,3347,835,9496,219,29,106,1292
2019-3,France,7469,5.167558434,0.486376699,436,1776,1610,1484,978,585,4327,2542,600,5824,274,60,245,1066
2019-3,Italy,3583,1.071932299,0.233322762,81,528,844,874,583,229,2364,775,444,2931,64,10,33,545
2019-3,Netherland,2898,8.783783784,0.188715982,92,463,495,463,513,399,1688,737,473,2219,47,12,20,600
2019-3,Ukraine,2368,4.732419284,0.154202708,58,318,298,176,114,40,688,316,1364,630,95,6,17,1620
2019-3,Spain,2007,-11.50793651,0.130694609,44,443,562,490,206,112,1247,610,150,1675,21,10,36,265
2019-3,Romania,1044,7.628865979,0.06798464,29,100,177,106,79,28,355,164,525,494,5,3,2,540
2019-3,Norway,858,-39.0625,0.055872434,92,199,146,143,162,76,546,272,40,723,37,1,24,73
2019-3,Sweden,1458,-14.03301887,0.094944066,85,332,264,307,266,154,868,540,50,1261,30,9,47,111
2019-3,Poland,1960,12.06403659,0.127633998,38,351,477,245,129,98,839,499,622,1264,8,1,21,666
2019-3,Swiss,1224,-18.34556371,0.079706129,49,215,226,209,239,237,760,415,49,1054,13,1,21,135
2019-3,Portugal,824,-16.08961303,0.053658375,18,153,203,163,125,65,394,333,97,686,2,0,8,128
2019-3,Austria,911,-15.09785648,0.059323761,20,150,212,161,163,96,597,205,109,740,9,0,5,157
2019-3,Finland,1082,-9.304274937,0.070459176,39,161,138,171,144,43,444,252,386,641,17,3,15,406
2019-3,Belgium,1400,31.45539906,0.091167141,34,189,275,266,312,219,902,393,105,1161,16,20,9,194
2019-3,Croatia,489,-25.57077626,0.03184338,4,53,76,56,39,15,192,51,246,211,11,1,3,263
2019-3,Greece,803,-10.6785317,0.052290867,16,91,163,113,117,44,449,95,259,509,13,10,1,270
2019-3,Bulgaria,455,-7.894736842,0.029629321,16,44,66,56,32,15,158,71,226,212,3,1,3,236
2019-3,Denmark,1001,-13.78122308,0.065184506,64,198,153,181,166,116,609,269,123,813,11,5,10,162
2019-3,Ireland,724,-3.466666667,0.047146436,21,150,153,132,115,95,457,209,58,587,7,2,5,123
2019-3,Europe others,3300,2.262163,0.214893976,107,580,647,532,272,194,1469,863,968,2105,31,18,67,1079
2019-3,Austrailia,12263,14.68250257,0.798559038,974,1504,2078,2083,2040,3260,6337,5602,324,10769,99,31,13,1351
2019-3,New Zealand,2451,3.855932203,0.159607617,188,363,499,366,482,411,1304,1005,142,1800,24,4,2,621
2019-3,Oceania others,430,13.75661376,0.028001336,20,79,99,79,48,22,228,119,83,331,2,6,2,89
2019-3,South Africa,945,19.01763224,0.06153782,30,276,192,110,93,71,387,385,173,488,5,2,6,444
2019-3,Africa others,3798,16.28903858,0.24732343,136,729,924,595,294,100,2136,642,1020,1267,831,87,259,1354
2019-3,Stateless,57,3.636363636,0.003711805,0,8,10,9,9,7,32,11,14,38,2,0,0,17
2019-3,Overseas Korean,19225,-18.8681634,1.251920208,918,1336,1901,4011,5402,5657,7845,11380,0,0,0,0,0,19225
2019-4,China,493250,34.54572236,30.16697797,16492,134102,139617,65302,62969,61204,180816,298870,13564,410542,3575,362,9959,68812
2019-4,Japan,290092,35.65018962,17.74191378,28550,73721,49370,53623,45116,36773,106567,180586,2939,283101,1584,126,333,4948
2019-4,Taiwan,113072,7.506393983,6.915439499,9518,23691,28047,20239,16531,14028,35445,76609,1018,111505,73,13,147,1334
2019-4,Hong Kong,76104,14.38534261,4.654491011,12113,12084,14315,15750,12675,8376,25868,49445,791,75074,47,2,90,891
2019-4,Macao,4310,4.535532379,0.263597922,375,1188,1196,575,558,418,1226,3084,0,4292,1,1,3,13
2019-4,Phillipines,66525,35.6186166,4.068643101,7525,9875,10284,8410,5904,4280,19859,26419,20247,43794,228,167,45,22291
